identifier,guid,kind,desc_chars,wiki_pages,wiki_chars,n_files,n_doc_files,doc_files
osf.io/6v8e2,6v8e2,nodes,0,0,0,26,15,20189-PSYC-Mellers_et_al_2001_Conjunction_Effect.docx | Mellers_et_al_2001_Conjunction_Effect_Wong_Yui_Tung_revised Pre Registration-G.docx | Mellers et al 2001_Conjunction_Effect_LEUNG_YING_CHIT_revised pre-registration-G.docx | Mellers et al 2001_Conjunction_Fallacy_Fong Chi Long Brian_revised pre-registration-G.docx | Mellers et al 2001_Conjunction_Effect_Cheng Yat Hin_Revised preregistration-G.docx | Readme-Pre-registration Guide.docx | MetaPsych-CopyEdit-Mellers et al 2001 replication extension-manuscript-v14-G.docx | Chandrashekar et al 2020 MP Mellers et al 2001 replication extension-preprint-final-v2.pdf | MetaPsych-CopyEdit-Mellers et al 2001 replication extension-supplementary-v14-G.docx | MetaPsych-final-Mellers et al 2001 replication extension-title-page.docx
osf.io/7p4g6,7p4g6,nodes,0,0,0,4,3,fNIRS paper.pdf | Second_version_fNIRS paper 27-12.docx (1).pdf | Third_version_fNIRS paper  (1).docx
osf.io/72dzf,72dzf,nodes,0,10,74479,17,7,Recruiting Announcement.pdf | Informed consent form translation_ENG.pdf | Instructions for the experimenter.pdf | Software specification.pdf | Trial session instructions.docx.pdf | _Revised Protocol.pdf | Second Round Comments & Responses.pdf
osf.io/7pbhd,7pbhd,nodes,0,0,0,5,3,Open-Ended-themes-and-examples.docx | Horror project osf codebook.pdf | horror-rep-supplemental-5-31-24.pdf
osf.io/77gpt,77gpt,nodes,0,1,2016,253,9,Combined replication analysis.pdf | S4.pdf | S5-8.pdf | Experiment 2 preregistration.pdf | Experiment 1 preregistration.pdf | ROMB1 CDI.docx | ROMB1 consent.docx | ROMB1 debrief.docx | ROMB1 demographic.docx
osf.io/7tpza,7tpza,nodes,0,0,0,19,3,README_CPStrilevel.docx | Loading Table 2.docx | References.docx
osf.io/82etx,82etx,nodes,0,0,0,12,7,"nosek, wave1, preregistration replication, analysis plan.docx | nosek, wave1, preregistration replication, measures.docx | nosek, wave1, preregistration replication, hypothesis.docx | nosek, wave1, preregistration replication, manipulation.docx | nosek, wave1, preregistration replication, exclusion criteria.docx | nosek, wave1, preregistration replication, sample.docx | nosek, wave1, preregistration replication, preferred dv.docx"
osf.io/85ctb,85ctb,nodes,0,1,373,7,2,Esig Replication Preregistration.docx | Esignatures_-_3121.docx
osf.io/83dux,83dux,nodes,0,0,0,3,2,Religion_and_Morality_Study_6_MTurk.docx | Sex-premium-pre-registration.pdf
osf.io/7gsxu,7gsxu,nodes,0,1,1525,12,9,Figure1B.pdf | Figure1A.pdf | Figure2A.pdf | Figure2B.pdf | Figure3A.pdf | Figure3B.pdf | Figure4B.pdf | Figure4A.pdf | Supplementary Materials_final.pdf
osf.io/8629d,8629d,nodes,0,0,0,9,3,Prereg Submission.pdf | Prereg Submission - Revised.pdf | Supplemental Analyses.pdf
osf.io/7xbth,7xbth,nodes,0,1,454,7,1,CIA_NegEmo_GamblingPilot_Labnotes.docx
osf.io/8ustx,8ustx,nodes,0,0,0,2,1,READ ME.pdf
osf.io/8ymj6,8ymj6,nodes,0,0,0,6,3,Power Analyses.docx | Supporting information for preprint on PsyArXiv.docx | Supporting information for Accepted Manuscript Williams Bond 2020.docx
osf.io/8evf4,8evf4,nodes,0,0,0,12,11,"(ethics) Student Project Approval Form 1.8 .docx | Reviewer Response Form_2024-Gallagher-1.docx | Letter.pdf | effect_size_Buunk_1997.pdf | A_replication_Study_on_the_association_between_Birth_Order_Attachment_style_and_jealousy.docx | Descriptive statistics output.pdf | MANOVA Birth order and Jel.pdf | MANOVA Gender, Birth order and jel.pdf | MANOVA sibling types and jealousy.pdf | MANOVA Social birth order and jel.pdf"
osf.io/8ywgh,8ywgh,nodes,0,0,0,8,4,20220729 Supplement 1b all measures used in the study.docx | 20220729 Supplement 1c SEM young adults.docx | 202205 Supplement 3 German states _boxplots Dec2020.docx | Wolgast_Bruns_Remmers_Reinhaus_2023. Adults experiences during the pandemic. A replication study.pdf
osf.io/94vrb,94vrb,nodes,0,0,0,14,9,ROXY_Krolletal2022_stage1_manuscript.docx | ROXY_Krolletal2022_stage1_manuscript_v02.docx | ROXY_Krolletal2022_stage1_manuscript_v02_b.docx | ROXY_Krolletal2025_stage2_manuscript.docx | ROXY_Krolletal2025_stage2_manuscript_trackedchanges.docx | ROXY_Krolletal2026_stage2_manuscript_trackedchanges_v02.docx | ROXY_Krolletal2026_stage2_manuscript_clean_final.docx | ROXY_Krolletal2026_stage2_manuscript_PCI-RRrecommended.pdf | Readme_df.docx
osf.io/973ej,973ej,nodes,0,1,1206,7,3,PreregistrationBeallTracy_MSU.pdf | PreregistrationBeallTracy.pdf | FinalPreregistrationMay2014.pdf
osf.io/9b45h,9b45h,nodes,0,0,0,9,2,JASP file variables explained.docx | Campbell Chen Azhar JNC rep accepted.4.pdf
osf.io/9r8ap,9r8ap,nodes,0,0,0,1,1,Bayes 2019 Replication-Pre-registration workseet_Feb 22 2019.docx
osf.io/9u8mn,9u8mn,nodes,47,1,1165,1,1,MRStatus_PreregistrationRep+Ext(02092020).docx
osf.io/86wq2,86wq2,nodes,0,0,0,182,4,AsPredicted pre-registration #28157.pdf | al_rep_Demographic_Information_Questionnaire.docx | SI_two_lab_replication_attempt_of_Southgate_Senju_&_Csibra_2007_preprint.pdf | manuscript_two_lab_replication_attempt_of_Southgate_Senju_&_Csibra_2007_preprint.pdf
osf.io/9gsqe,9gsqe,nodes,0,1,100,19,7,"MTurk_Project_Omission_Bias_Version_9.pdf | Omission Bias Pre-Registration in Social Psychology - V2.docx | MTurk_Project_Omission_Bias_Version_9.docx | OSF-omission-bias-replication-extension-s1-output.pdf | OSF-omission-bias-replication-extension-s2-output.pdf | Jamison, Yay, & Feldman-2020-JESP-omission-bias-replication-extension-preprint.pdf | Jamison, Yay, & Feldman-2020-JESP-omission-bias-replication-extension-final.pdf"
osf.io/8wd2b,8wd2b,nodes,0,1,220,34,14,"MetaPsych-Default Effects-SupplyMtrl-final.docx | Chandrashekar et al 2022 Default effects replications and extensions-preprint-final.pdf | MetaPsych-Default Effects-Manuscript-with-title-final.docx | MetaPsych-Default Effects-SupplyMtrl-final-V3.docx | Chandrashekar-etal-2023-MP-Default-effects-replications-extensions-print.pdf | Galley_MP_2022_3108_Chandrashekar.pdf | Johnson_Bellman_Lohse_2002_-_Johnson__Goldstein2003_Group_A_Instructor.docx | (Revised Version) HKU replication & extension main manuscript template (Johnson & Goldstein, 2003 & Johnson et al 2.docx | (Revised Version) HKU replication & extension supplementary template (Johnson & Goldstein, 2003 & Johnso.docx | JohnsonBellman2002-JohnsonGoldstein_2003-Group_B.docx"
osf.io/ahv9m,ahv9m,nodes,0,0,0,3,0,
osf.io/9vkat,9vkat,nodes,0,0,0,15,6,7_Codebook.docx | 5_Qualtrics_Template_WordForm.docx | Evans etal-Rottenstreich & Hsee 2001 rep ext-preprint-v2.pdf | 2_Manuscript_Supplementary.docx | 1_Manuscript_Revised.docx | 3_Review_Response.docx
osf.io/9uwns,9uwns,nodes,0,1,74,28,18,20189-PSYC-Hsee_1998_Less_is_Better.docx | Hsee 1998_Less_is_Better_Nguyen Anna Thao Bich_revised Pre-Registration-G.docx | Hsee_1998_Less_is_Better_Hung_Wing_Yiu_revised Pre-registration-G.docx | Hsee_1998_less-is-better_effects_Leung_Wai_Yee_Michelle_Revised Pre-registration-G.docx | Hsee 1998 - Less is Better - Chan Stephanie - revised Pre-registered Replication-G.docx | README.docx | Collabra-final-Hsee-1998-replication extension-supplementary.docx | Collabra-final-Hsee-1998-replication extension-main-manuscript.docx | Collabra-final-Hsee-1998-replication extension-title-page.docx | Vonasch-etal-2023-Collabra-Less is better-Hsee1998-replication-extension-preprint-v7.pdf
osf.io/ak9sc,ak9sc,nodes,0,0,0,1,1,Preregistration_Devaluation Effects_22.02.22.docx
osf.io/aj64k,aj64k,nodes,0,0,0,15,7,Manuscript JESP Pattern Perception and Conspiracist Ideation Accepted in Principle.pdf | ORIGINAL Dieguez et al 2015 Supplemental Material.pdf | Pattern Perception and Conspiracist Ideation additional Scales.pdf | Swiss_Survey.docx | US_Survey.docx | Additional Attention Check.docx | Sternisko et al Replication Supplement.docx
osf.io/amj7u,amj7u,nodes,0,1,2264,2,1,Preregistration.pdf
osf.io/anw9s,anw9s,nodes,0,0,0,2,2,Emotion Recall Study only in nature.docx | Emotion Recall Study .docx
osf.io/b4nak,b4nak,nodes,0,0,0,0,0,
osf.io/bckzj,bckzj,nodes,0,0,0,1,1,vermeulen_et_al_MC_replication_APPENDICES.pdf
osf.io/b4nqc,b4nqc,nodes,0,0,0,13,4,Preregistration_Stimulus Material.pdf | Preregistration_References.docx | Stimulus material_Follow up.pdf | Addendum to preregistration.docx
osf.io/bdm5f,bdm5f,nodes,0,0,0,1,1,INSAR_2024_pres_references.docx
osf.io/bqc74,bqc74,nodes,0,0,0,4,1,Role of Replication Survey downloaded from Qualtrics.pdf
osf.io/amxjy,amxjy,nodes,0,0,0,39,3,ModelSyntax_FFNI_NG&NV.docx | SupplementaryMaterial_Final.docx | OSF_Preregistration_Replication_Wright2017_Remaining Models.docx
osf.io/cfvju,cfvju,nodes,0,1,2475,2,1,Pre.Registration_POI3_FINAL.docx
osf.io/9vrzu,9vrzu,nodes,0,0,0,212,5,JournalofCognition_IPA_stage1_20250107.docx | runrmc_exp1_stats_output.pdf | runrmc_exp2_stats_output.pdf | exp1_variable_codes.pdf | exp2_variable_codes.pdf
osf.io/cgsp4,cgsp4,nodes,0,0,0,13,9,Information regarding pretest and political ideology questions.docx | Completion Pledge Document.pdf | Disclosure items Preregistration.pdf | Disclosure items Open Data.pdf | Going Green Study Materials.pdf | Going Green Study Pretest Materials.pdf | Disclosure items Open Materials.pdf | CREP Replication Report.pdf | Backtranslation of the scenarios.pdf
osf.io/chwx7,chwx7,nodes,0,0,0,15,13,Supplemental Materials.docx | Data Codebook.docx | Interview P_01.docx | Interview P_05.docx | Interview P_04.docx | Interview P_03.docx | Interview P_06.docx | Interview P_02.docx | Interview P_08.docx | Interview P_07.docx
osf.io/ckbr9,ckbr9,nodes,0,0,0,34,4,Thurber Fables.docx | Supporting Information - Manuscript.docx | Supporting Information - Appendices.docx | Stage 1 RR O'Donnell & Chan.docx
osf.io/bj4e5,bj4e5,nodes,0,0,0,101,4,README.pdf | report.docx | report.docx | apaquarto.docx
osf.io/d38g2,d38g2,nodes,0,1,1170,1,1,Presentation_Franfurt_DGPs_2018_Schmukle.pdf
osf.io/d3arx,d3arx,nodes,0,1,1765,0,0,
osf.io/d4nuy,d4nuy,nodes,0,0,0,1,1,KuhnsTouron_Psychonomics_2019.pdf
osf.io/dcqgr,dcqgr,nodes,0,0,0,4,2,[Pre-print] A failure to replicate rapid syntactic adaptation in comprehension.pdf | Correction of Errors in Prior Data Analysis.docx
osf.io/dh5e8,dh5e8,nodes,0,0,0,5,2,JDM_registration.docx | variables.pdf
osf.io/dsjwy,dsjwy,nodes,0,0,0,9,4,PCIRR-Stage1-Snapshot_Hassanzadeh_Kattner_Ellermeier.pdf | Stage1_Manuscript_ISE_Streaming_PCIRR.pdf | revision_ISE_Streaming_PCIRR.pdf | ISE_Streaming_PCIRR_R2.pdf
osf.io/cqgh3,cqgh3,nodes,0,0,0,7,5,Explanation_of_the_data.pdf | Instructions_ExperimentalTask_DutchGerman.pdf | Research_Protocol_Experiment2.pdf | Experimental Task_InstructionsEnglish.pdf | Coding manual autobiographical memories_Experiment1_ENG.pdf
osf.io/e3psu,e3psu,nodes,0,1,985,1,1,2016SPSPposter .pdf
osf.io/cm2sj,cm2sj,nodes,0,0,0,274,1,PreRegRepRydell.pdf
osf.io/d6ymu,d6ymu,nodes,0,0,0,19,4,Envelope-SelfCondition.docx | Envelope-ProsocialCondition.docx | Study 2 Recall Questionnaire.docx | Exploratory Study Questionnaire.docx
osf.io/ef59b,ef59b,nodes,0,1,112,1,1,Corcoran_2018_in_principle_accepted_manuscript.pdf
osf.io/ej7fn,ej7fn,nodes,0,0,0,6,3,lcp_repl_distraction.pdf | cit_cm_replication_Manuscript.docx | cit_cm_replication_Title.docx
osf.io/ehkzb,ehkzb,nodes,0,0,0,10,6,2ndpreregistrationanonymous.pdf | 1stpreregistrationanonymous.pdf | dataset_description_moral_reasoning.docx | Syntax_ANOVA_SPSS.docx | Procedure_export_Qualtrics.docx | Procedure_export_Qualtrics_Translate.docx
osf.io/egu7m,egu7m,nodes,0,1,221,1,1,OSF_Extension_Replication_Learning.pdf
osf.io/ejcaz,ejcaz,nodes,0,0,0,2,1,Appendix - Reference list.docx
osf.io/eyjbg,eyjbg,nodes,0,0,0,12,1,Hollebeek et al (2014) Pre-Registration OSF.pdf
osf.io/eqy76,eqy76,nodes,0,0,0,22,8,16-53b (2018-01-11) AmendApproval.docx | 16-53 (2017-08-31) EthicsForm_ICHR.docx | variable_key_for_upload.docx | multisite_hallucinations_preprint_v2.pdf | multisite_hallucinations_supplemental_preprint_v2.pdf | LSHS - 16 items.docx | CAPS - 32 items.docx | ACE - 17 items.docx
osf.io/f2xrv,f2xrv,nodes,0,0,0,48,34,Ethics approval.pdf | All Materials.docx | DataCollection Protocol.docx | Letter of Approval (CE).docx | Booklet 1.docx | Booklet 3.docx | Booklet 4.docx | Booklet 2.docx | Booklet 5.docx | Booklet 7.docx
osf.io/etvkg,etvkg,nodes,0,0,0,36,4,CIT_Operationalization.docx | JASP_Output.docx | JASP_Output.docx | JASP_Output.docx
osf.io/f3vcm,f3vcm,nodes,0,0,0,9,2,results_power-simulations_R.pdf | Supplementary Materials.docx
osf.io/f4jrb,f4jrb,nodes,0,0,0,17,0,
osf.io/fswj8,fswj8,nodes,0,0,0,1,1,"Prereg Statement- Online conceptual replication of Bonatti, Frot, Zangl, & Mehler (2002) .docx"
osf.io/f2xsz,f2xsz,nodes,0,1,120,27,3,experiment1_variables.pdf | experiment2_variables.pdf | scenarios.pdf
osf.io/geju5,geju5,nodes,0,0,0,3,1,Appendix.docx
osf.io/gcf3v,gcf3v,nodes,0,1,90,9,4,Van_Boven__Ashworth_2007_Past-future_emotional_asymmetry-replication-extension.docx | Van Boven and Ashworth (2007)_  Replication and extension - Main Manuscript.docx | Van Boven and Ashworth (2007) Replication & Extension_ Supplementary.docx | Cherry LAU Thesis Final Report.pdf
osf.io/gf8jp,gf8jp,nodes,0,0,0,1,1,CORTEX-D-19-01013-Stage1-IPA.pdf
osf.io/gk6ty,gk6ty,nodes,0,1,1729,2,2,PreReg.Exp1.docx | PreReg.Exp2.docx
osf.io/fcwnr,fcwnr,nodes,0,1,1234,65,1,Meta-analyses and robustness check.pdf
osf.io/gqz76,gqz76,nodes,0,0,0,0,0,
osf.io/gnkat,gnkat,nodes,0,1,79,1,0,
osf.io/gwjcv,gwjcv,nodes,0,0,0,4,2,Pre-Registration_Study1a.docx | Pre-Registration_Study1b.docx
osf.io/gy2e6,gy2e6,nodes,0,1,822,2,2,2019hus Replication survey image.pdf | Preregistration「配偶者選択における性差」.docx
osf.io/ha45r,ha45r,nodes,0,0,0,8,0,
osf.io/hc2af,hc2af,nodes,0,1,1378,0,0,
osf.io/hf93e,hf93e,nodes,0,1,1202,1,1,SoniaAvila_Soupbowl Poster.pdf
osf.io/hvg4p,hvg4p,nodes,0,0,0,7,1,AsPredicted.pdf
osf.io/hyp94,hyp94,nodes,0,0,0,7,1,BENCHMARKAsPredictedPreregistration.pdf
osf.io/hw4av,hw4av,nodes,0,0,0,19,5,Kozak et al. (2006) Replication and Extension_ Supplementary.docx | Kozak_et_al_2006_Replication_and_Extension.docx | Kozak et al. (2006) Replication and Extension_ Main manuscript.docx | Wong-Feldman-2021-Kozak-etal-2006-replication-preprint.pdf | R code.docx
osf.io/j58n4,j58n4,nodes,0,1,1199,1,1,SPSP Poster.pdf
osf.io/gvnk3,gvnk3,nodes,0,0,0,3,2,Experimental-Survey.pdf | Further results.pdf
osf.io/j3fyq,j3fyq,nodes,0,1,4439,37,5,replication recipe checklist - redromance - in person.docx | replication recipe checklist - redromance - online.docx | Red-Attraction_-_In-person.docx | Romantic Red - Qualtrics Study - Word Export.docx | Romantic Red - Screen - Word Export.docx
osf.io/jfwbk,jfwbk,nodes,0,0,0,2,0,
osf.io/j8mqx,j8mqx,nodes,0,0,0,3,2,AsPredicted (for peer-review only) #25695.pdf | S2__TeacherEntailments_Replication_SurveyMaterials.docx
osf.io/j65r2,j65r2,nodes,0,0,0,9,5,"5. Final questionnaire (T2).pdf | 1. Factsheet, informed consent, demographic characteristics.pdf | 4. Questionnaire meat consumption (T0, T1, T2).pdf | 2. Manipulations.pdf | 3. Questionnaire norm feedback (T0).pdf"
osf.io/jh3rq,jh3rq,nodes,0,0,0,1,1,Raney 2005 ADT Replication.pdf
osf.io/jmxb2,jmxb2,nodes,0,0,0,1,1,Supplemental_material.docx
osf.io/jhqk2,jhqk2,nodes,0,0,0,2,1,Appendix_A_SM_instructions_translated.docx
osf.io/j4unw,j4unw,nodes,0,0,0,77,55,Guide to OSF Files.pdf | Supplemental Materials.pdf | Experiment 1 Preregistration.pdf | Experiment 2 Preregistration.pdf | Set B (Derring).docx | Set A (Derring).docx | Set B (Control).docx | Practice Phase.docx | Set A (Control).docx | 38_20082023_140704.pdf
osf.io/k5bcp,k5bcp,nodes,0,0,0,3,3,Extended sexuality and hormonal contraception Norwegiansurvey.pdf | English translation survey Extended Sexuality and HC.docx | Extendend sexuality and HC.docx
osf.io/k2dbf,k2dbf,nodes,0,1,929,11,2,SBVM Transparency Checklist.pdf | Illness Recency Proposal_IPA.docx
osf.io/kbz5n,kbz5n,nodes,0,0,0,2,2,prereg_2021_DALIM.docx | prereg_2021_DALIM_(versioning_erratum).docx
osf.io/kbr9s,kbr9s,nodes,0,1,5323,13,3,Items October_2021_final.docx | Adam-Troian replication of model.docx | Appendices_R1_20.01.24.docx
osf.io/k4dt8,k4dt8,nodes,0,0,0,11,7,"Pre-Study Music Rating Surveys- USA, Czech Republic, Japanese Samples.pdf | Dots Game Instructions for USA, CzR, and JP Samples.pdf | Post-Study Questionnaires- For Music and Non-Music Conditions- USA, Czech Republic, and Japanese sample.pdf | Supporting Information_PLOS_ONE.docx | Figure 1 Legend.docx | Figure 2 Legend.docx | Replicating and extending the effects of auditory religious cues on dishonest behavior.pdf"
osf.io/keahr,keahr,nodes,0,0,0,5,1,Veckalov et al 2023. Does priming analytic thinking reduce conspiracy beliefs.pdf
osf.io/kdmpx,kdmpx,nodes,0,0,0,16,6,Preregistration Replication Redundancy P S.docx | Codebook.docx | Figures S1 and S2.pdf | Correlation differences among subscales.pdf | Reports Sample 2 and Table S1.pdf | Correlation differences among subscales.pdf
osf.io/krysb,krysb,nodes,0,0,0,1,1,Registerd Report Stage 1_R3.docx
osf.io/mf57k,mf57k,nodes,0,0,0,0,0,
osf.io/krfpu,krfpu,nodes,0,0,0,15,9,Lost in the Mall preregistration_final.docx | Interview Schedule.docx | Informant_First_Survey.docx | Informant_Follow-Up_Survey.docx | Participant_Booklet_Survey.docx | Participant_Follow-Up_Survey.docx | Coding Manual.docx | LostInTheMallAgain_AcceptedVersion.docx | LITM debriefing paper_preprint.docx
osf.io/mhbpq,mhbpq,nodes,0,0,0,1,1,Replication Smallest Effect Size of Interest.pdf
osf.io/m3s9e,m3s9e,nodes,0,0,0,7,2,Newman_et_al_2011_Experiments_1__2_RE_Purple_B.docx | NOCHECKS_Newman_et_al_2011_Experiments_1__2_RE_Purple_B.docx
osf.io/mjx6d,mjx6d,nodes,0,1,65,2,0,
osf.io/mrzh3,mrzh3,nodes,0,0,0,1,1,Assessment_specsec_regrep.pdf
osf.io/nduwg,nduwg,nodes,0,0,0,1,1,Pre-Registration_BunnyPaper_Template according to van t Veer and Giner-Sorolla 2016.docx
osf.io/n6er5,n6er5,nodes,0,0,0,5,3,Materials_Qualtrics Questionares.docx | Analysis_JASP Output.pdf | Manuscript preprint.pdf
osf.io/mqvyf,mqvyf,nodes,0,1,223,8,3,Al-Tammemi_covid_8ePX - Preregistration.pdf | Materials.docx | SCORE Report Al-Tammemi_covid_8ePX-Buchanan_8m71.docx
osf.io/mz7gw,mz7gw,nodes,0,3,3859,6,4,Nahmias et al Qualtrics Survey Study 1.pdf | Nahmias et al Qualtrics Survey Study 2.pdf | Nahmias et al replication study 2 As Predicted template.docx | As Predicted Template Nahmias Study 3.docx
osf.io/ntch7,ntch7,nodes,0,0,0,1,1,2019Lyon_SampleSizeCalculationReplicationStudies_CharlotteMicheloud.pdf
osf.io/nqc8t,nqc8t,nodes,0,0,0,9,8,2. Priming Conditions.docx | 3. Manipulation Check.docx | 6. Propensity to engage in unethical behavior.docx | 5. Demographics.docx | 1. Letter of Information & Consent.docx | OSF-Letter to Dr. Piff.docx | Ethics Form.pdf | Replication Report (Piff et al. 2012; Study 7).docx
osf.io/p3scn,p3scn,nodes,0,0,0,1,1,MathConceptualReplication.docx
osf.io/nkyc4,nkyc4,nodes,0,0,0,6,2,Materials_ESMira_Screenshots_Factors of a good life_short.docx | Power_considerations_replication.docx
osf.io/p4rgd,p4rgd,nodes,0,0,0,7,4,Norm Theory-past-regret-Pre-registration-exp2-v1.docx | Replication_Impact_of_past_behavior_norms_on_regret_-_Second_run-anonymous.docx | Norm Theory-past-regret-Pre-registration-exp1-v4-previous-replication.docx | Kutscher-Feldman-2018-CogEmo-past-behavior-regret-exceptionality-replication-extension-supplementary.pdf
osf.io/pb9w7,pb9w7,nodes,0,1,0,22,1,Mertens & Morriss 2020 IU and threat reversal_preprint.docx
osf.io/pkms2,pkms2,nodes,0,1,1147,5,2,Prereg_GenericMasculine_Brohmer_etal_2019.docx | Questionnaire_Unipark.pdf
osf.io/p6mhv,p6mhv,nodes,0,0,0,7,2,GroupAIdson_Liberman__Higgins_2000_Framing_effects_and_PreventionPromotion_Study_1a_and_1b.docx | NO_CHECK_VERSION.docx
osf.io/q3csk,q3csk,nodes,11,0,0,4,0,
osf.io/pwbfu,pwbfu,nodes,0,0,0,8,6,Happy Lab Pregistration Worksheet.Shu et al replication_AW (1).pdf | instructions.docx | Matrix Answer Key.docx | matrix stimuli replication.pdf | Study Demographics Slip.pdf | TaxReportingFormPDF.pdf
osf.io/qcb5p,qcb5p,nodes,21,1,713,1,1,Original Study: A bad taste in the mouth gustatory disgust influences moral judgment.pdf
osf.io/q9myv,q9myv,nodes,0,3,1721,7,5,Readings and Prompts for Discussion Board Assignment.docx | Assigned Role-Play Readings.docx | Prompts 1 and 2 and Examples of Student Responses.docx | Prompt 3 and Examples of Student Responses.docx | RMarkdown_FL19_Ethics_Analyses_032321_OSF.docx
osf.io/qk7hg,qk7hg,nodes,0,0,0,9,2,PreReg_Zajonc2.0_Halfmann.pdf | PlanofCube_Halfmann_etal.pdf
osf.io/qjyrh,qjyrh,nodes,0,0,0,10,4,materials_replication_study.pdf | HenKienBrom_Replication_documentation_2priorstudies.pdf | HenKienBrom_Replication_Vizualisation_Covariates.pdf | Vizualisation_Covariates.pdf
osf.io/qjwbx,qjwbx,nodes,0,0,0,11,8,PCIRR_Stage 1_ Snapshot_the Medusa effect_0818.pdf | Medusa_Stage1_9.25.docx | Medusa_Stage1_revised.docx | Medusa_Stage1_revised_blue.docx | Medusa_Stage2_10.23.docx | Medusa_Stage2_changed.docx | Medusa_Stage2_revised.docx | Medusa_Stage2_revised_changed.docx
osf.io/qpm3t,qpm3t,nodes,0,0,0,7,1,Preprint_2020_07_14.pdf
osf.io/r7yd6,r7yd6,nodes,0,0,0,2,2,Tanaka Replication Study redacted R.docx | Tanaka Replication Study AIP.docx
osf.io/qv92j,qv92j,nodes,0,1,0,1,1,2026 Moral Media Conference Abstract_Investigating moral judgment as a predictor of enjoyment_120525.docx
osf.io/rgyv5,rgyv5,nodes,0,0,0,38,4,Preregistration Form.pdf | Relevant_Channel.pdf | Questionnaire_German.pdf | Questionnaire_English.pdf
osf.io/pxt3m,pxt3m,nodes,0,0,0,15,10,p-curve_table_final.pdf | Priming_task.pdf | Amendment.docx | Amendment2.docx | p-curve table_final.docx | errata_contract_adversarial_collaboration.docx | Amendment2.docx | Amendment.docx | Priming_task.pdf | p-curve table_final.pdf
osf.io/s8ju6,s8ju6,nodes,0,0,0,9,5,Replication study_AsPredicted preregistration_anonymised version.pdf | Study5_Jamovi_moderation preliminary analyses.pdf | Study5_Jamovi_moderation analyses_with R code.pdf | Study5_Guidelines for moderation analyses on Jamovi.pdf | Study5_Demographics and correlations assumption checks.pdf
osf.io/s6kmr,s6kmr,nodes,0,0,0,8,5,Article_Published_Collabra.pdf | Objectives_Hypothesis_OSF.docx | Annexe_Liste_Strategies.pdf | Material_OSF.pdf | Procedure_OSF_English.pdf
osf.io/rv9mw,rv9mw,nodes,0,1,149,29,6,20189-PSYC-Shafir_et_al_1997.docx | Shafir et al_1997_Li Jie_Revised Pre-registration-G.docx | Shafir et al_1997_Money illusion_Lei Hoi Ching_revised Preregistraion-G.docx | Shafir et al_1997_Money_Illusion_Anvita_Revised Pre-Registration-G.docx | Shafir et al_1997_Tsun Shue Man_revised pre-registration-G.docx | Ziano et al 2021 Money illusion Shafir-etal-1997 Replication Extension-preprint.pdf
osf.io/scde7,scde7,nodes,0,0,0,4,0,
osf.io/sgjpy,sgjpy,nodes,0,1,600,3,1,Email to Original Author.pdf
osf.io/sdyha,sdyha,nodes,0,0,0,18,11,alcohol_estimation.pdf | free_recall.pdf | postexperimental_questionnaire.pdf | ESM 1.pdf | ESM 2.pdf | ESM 3.pdf | ESM 1.pdf | ESM 2.pdf | ESM 3.pdf | ESM 5.pdf
osf.io/sqah7,sqah7,nodes,0,0,0,11,5,final coding scheme.docx | Supplemental Tables and Figures.pdf | Supplemental Analyses.docx | Additional Non-Preregistered Quality Checks.docx | Piloting Process.docx
osf.io/srqgj,srqgj,nodes,0,0,0,2,1,Stage 1 Registered Report with Ideology2.0 Dataset Preprint for OSF.pdf
osf.io/swbc2,swbc2,nodes,0,0,0,2,1,Dyadic_Depression_Replication_PreReg.docx
osf.io/t62bd,t62bd,nodes,0,0,0,11,9,"nosek, wave2, UVA Self-Replication, preferred dv.docx | nosek, wave2, UVA Self-Replication, sample.docx | nosek, wave2, UVA Self-Replication, manipulation.docx | nosek, wave2, UVA Self-Replication, hypothesis.docx | nosek, wave2, UVA Self-Replication, measures.docx | nosek, wave2, UVA Self-Replication, exclusion criteria.docx | nosek, wave2, UVA Self-Replication, analysis plan.docx | UVA Wave 2 Self-Rep Results.docx | UVA_Wave_2_Self-Rep_Perceptions_of_Sexuality.docx"
osf.io/t4jsq,t4jsq,nodes,0,0,0,6,1,Ratner Burrow Thoemmes (2016) Preregistered Direct Replication of Heintzelman Trent and King (2013).pdf
osf.io/srbxv,srbxv,nodes,0,0,0,18,2,Thibodeau Replication Preregister Final.pdf | Translations.pdf
osf.io/t7jgk,t7jgk,nodes,0,0,0,17,0,
osf.io/t7jjk,t7jjk,nodes,0,0,0,6,3,Tucker-Drob et al 2014 Person x Nation Int.pdf | Tucker-Drob et al 2014 Person x Nation Int SUPP.pdf | Zheng PISA PS.pdf
osf.io/t94fv,t94fv,nodes,0,0,0,1,1,Analysis plan 2D_4D and self-employment using SOEP data.pdf
